pies	/ˈpʲjɛs/
głodny	[ˈɡwɔd̪n̪ɨ]
głodna	/ˈɡwɔdna/
głodne	/ˈɡwɔdnɛ/
głodni	/ˈɡwɔdɲi/
głód	[ɡwut̪]
masochista	/masɔˈxista/
bieługa	[bʲɛˈwuɡa]
hebrajski	/xɛˈbrajs̪kʲi/
spragniony	[spraˈɡɲɔnɨ]
zdrowy	[ˈzd̪rɔvɨ]
zdrowa	[ˈzdrɔva]
zdrowe	[ˈzdrɔvɛ]
pasieka	[paˈɕɛka]
zmęczony	[z̪mɛ̃nˈt͡ʂɔ̃n̪ɨ]
zmęczona	[zmɛ̃ˈt͡ʂɔna]
zmęczone	[zmɛ̃ˈt͡ʂɔnɛ]
zmęczeni	[zmɛ̃ˈt͡ʂɛɲi]
ciekawy	[t͡ɕɛˈkavɨ]
nieciekawy	[ɲɛt͡ɕɛˈkavɨ]
szef	/ʂɛf/
pensja	/ˈpɛ̃sja/
chomik	[ˈxɔmik]
Adelajda	/ad̪ɛˈlajd̪a/
dżokej	[ˈd͡ʐɔkɛj]
stres	[ˈstrɛs]
skuter	[ˈskutɛr]
bobslej	[ˈbɔps̪lɛj]
strajk	[ˈstrajk]
zgniły	[ˈzɡɲiwɨ]
okrągły	[ɔˈkrɔ̃ŋɡwɨ]
ostry	[ˈɔs̪t̪rɨ]
tępy	[ˈt̪ɛmpɨ]
poprawny	[pɔˈpravnɨ]
prawidłowy	[praviˈdwɔvɨ]
daleki	[d̪aˈlɛkʲi]
dalecy	/daˈlɛt͡sɨ/
Polak	[ˈpɔlak]
katar	[ˈkatar]
wojna	[ˈvɔjna]
krzyk	[kʂɨk]
p.n.e.	/pʂɛt naʂɔ̃ ɛrɔ̃/
królik	[ˈkrulik]
deser	[ˈdɛsɛr]
szarlotka	[ʂarˈlɔtka]
burmistrz	[ˈbur.mistʂ]
makijaż	/maˈkijaʂ/
komoda	[kɔˈmɔda]
wezyr	[ˈvɛzɨr]
chałwa	[ˈxawva]
łydka	[ˈwɨtka]
łuk	[wuk]
wątek	/ˈvɔn̪t̪ɛk/
uczciwy	[ut͡ʂˈt͡ɕivɨ]
dupek	[ˈdupɛk]
nieuczciwy	[ɲɛut͡ʂˈt͡ɕivɨ]
programista	/prɔɡraˈmista/
kaszubski	/kaˈʂups̪kʲi/
promień	[ˈprɔmʲɛɲ]
alergia	[aˈlɛrʲɟja]
meble	[ˈmɛblɛ]
egzotyczny	[ɛɡzɔˈtɨt͡ʂnɨ]
głośny	[ˈɡwɔɕnɨ]
itp.	/i tɨm pɔdɔbnɛ/
głuchy	[ˈɡwuxɨ]
dziki	/ˈd͡ʑikʲi/
mądry	[ˈmɔndrɨ]
silny	[ˈɕiln̪ɨ]
słaby	[ˈs̪wabɨ]
wesoły	[vɛˈsɔwɨ]
krzepki	/ˈkʂɛpkʲi/
świeży	[ˈɕfʲɛʐɨ]
święty	[ˈɕfʲjɛ̃n̪t̪ɨ]
trzeźwy	[ˈt.ʂɛʑvɨ]
siwy	[ˈɕivɨ]
miękki	[ˈmʲjɛ̃ŋʲkʲːi]
gorzki	/ˈɡɔʂkʲi/
budżet	[ˈbud.ʐɛt]
budżet	[ˈbud͡ʐ.ʐɛt]
reżyser	[rɛˈʐɨsɛr]
częsty	[ˈt͡ʂɛ̃stɨ]
głęboki	/ɡwɛmˈbɔkʲi/
niski	[ˈɲis̪ʲci]
równy	[ˈruvnɨ]
rzadki	/ˈʐat̪kʲi/
szakal	/ˈʂakal/
wodór	[ˈvɔdur]
węgiel	[ˈvɛ̃ŋʲɟɛl]
wapń	[vapʲɲ̊]
rtęć	[r̥t̪ɛ̃ɲt͡ɕ]
chlor	/xlɔr/
krzem	/kʂɛm/
błąd	[bwɔ̃n̪t̪]
gniew	/ɡɲɛf/
pamięć	[ˈpãmʲjẽɲt͡ɕ]
wymiana	[vɨˈmʲana]
sąd	[sɔnt]
wina	[ˈvʲĩn̪a]
bieda	/ˈbʲɛda/
bawół	/ˈbavuw/
wiewiórka	[vʲɛˈvʲurka]
żuk	[ʐuk]
świnia	/ˈɕfiɲa/
sęp	[sɛmp]
słowik	[ˈswɔvik]
czajka	[ˈt͡ʂajka]
dąb	/dɔmp/
dęby	/ˈdɛmbɨ/
sosna	[ˈsɔsna]
wróg	[vruk]
wejść	[vɛjɕt͡ɕ]
waluta	[vaˈlut̪a]
przysłowie	[pʂɨˈswɔvʲɛ]
wyjść	[vɨjɕt͡ɕ]
pływać	[ˈpwɨvat͡ɕ]
dowód	[ˈd̪ɔvut̪]
inteligencja	/intɛliˈɡɛnt͡sja/
lew	[lɛf]
wąwóz	/ˈvɔ̃vus/
emocja	[ɛmɔt͡sja]
łódź	[ˈwut͡ɕ]
myć	[mɨt͡ɕ]
oś	[ɔɕ]
siodło	[ˈɕɔdwɔ]
wełna	[ˈvɛwna]
wosk	[vɔsk]
myszołów	[mɨˈʂɔwuf]
przepiórka	[pʂɛˈpʲurka]
ryś	[rɨɕ]
dżdżownica	[d͡ʐd͡ʐɔˈvɲit͡sa]
dżentelmen	[ˈd͡ʐɛntɛlmɛn]
dżersej	[ˈd͡ʐɛrsɛj]
dżez	[d͡ʐɛs]
dżezowy	[d͡ʐɛˈzɔvɨ]
dżezbend	[ˈd͡ʐɛzbɛnt]
dżezmen	[ˈd͡ʐɛzmɛn]
dżin	[ˈd͡ʒin]
dżinn	[ˈd͡ʒin]
dżinsy	[ˈd͡ʒinsɨ]
dżudo	[ˈd͡ʐudɔ]
dżudoczka	[d͡ʐuˈdɔt͡ʂka]
dżudoka	[d͡ʐuˈdɔka]
szubienica	[ʂubʲɛˈɲit͡sa]
Szwedka	[ˈʂfɛt̪ka]
głęboko	[ɡwɛmˈbɔkɔ]
Dżakarta	[d͡ʐaˈkarta]
Dżibuti	[d͡ʒiˈbuti]
dawać	[ˈdavat͡ɕ ]
równoczesny	[ruvnɔˈt͡ʂɛsnɨ]
jednoczesny	[jɛdnɔˈt͡ʂɛsnɨ]
ciężarówka	/t͡ɕɛ̃ʐaˈrufka/
samogłoska	[samɔˈɡwɔska]
spółgłoska	[spuwˈɡwɔska]
bym	[bɨm]
byś	[bɨɕ]
byśmy	[ˈbɨɕmɨ]
byście	[ˈbɨɕt͡ɕɛ]
dżihad	[ˈd͡ʒixat]
dżul	[d͡ʐul]
dżuma	[ˈd͡ʐuma]
dżungla	[ˈd͡ʐũŋɡla]
wschód	[fs̪xut̪]
zachód	/ˈzäxut/
zwykle	/ˈzvɨklɛ/
zwykły	/ˈzvɨkwɨ/
centymetr	[t͡s̪ɛ̃n̪ˈt̪ɨmɛt̪r̥]
zazdrość	[ˈz̪az̪d̪rɔɕt͡ɕ]
rozmowa	[rɔzˈmɔva]
budowla	[buˈdɔvla]
poziomka	/pɔˈʑɔmka/
śmieciarka	[ɕmʲjeˈt͡ɕar.ka]
koparka	/kɔˈparka/
czołg	[t͡ʂɔwk]
samochody	/samɔˈxɔdɨ/
lwica	[ˈlvʲit͡s̪a]
leżeć	[ˈlɛʐɛt͡ɕ]
stąd	[s̪t̪ɔ̃n̪t̪]
czereśnia	[t͡ʂɛˈrɛɕɲa]
wiśnia	/ˈviɕɲa/
wiśniowy	[viˈɕɲɔvɨ]
grejpfrut	[ˈɡrɛjpfrut]
ciągnik	[ˈt͡ɕɔ̃ŋɡʲɲik]
taksówka	[taˈksufka]
skąd	[s̪kɔ̃n̪t̪]
Argentyna	/arɡɛnˈtɨna/
zakupy	[zaˈkupɨ]
optymista	[ɔptɨˈmista]
optymistka	[ɔptɨˈmistka]
pesymistka	[pɛsɨˈmistka]
pesymista	[pɛsɨˈmista]
święto	/ˈɕfjɛ̃ntɔ/
Magda	/ˈmaɡda/
jedenaście	/jɛd̪ɛˈn̪aɕt͡ɕɛ/
miąższ	/mʲɔ̃ʂ/
jadalny	[jaˈdalnɨ]
niejadalny	[ɲɛjaˈdalnɨ]
czasem	/ˈt͡ʂasɛm/
czasami	/t͡ʂaˈsami/
mandarynka	[mandaˈrɨnka]
białoruski	/bjawɔˈruskʲi/
przyjść	[ˈpʂɨjɕt͡ɕ]
dodatek	[dɔˈdatɛk]
dyskusja	/d̪ɨs̪ˈkus̪ja/
żebro	/ˈʐɛbrɔ/
żyrafa	/ʐɨˈrafa/
żołnierz	/ˈʐɔwɲɛʂ/
szlafrok	/ˈʂlafrɔk/
szantaż	[ˈʂantaʂ]
bośniacki	/bɔˈɕɲat͡s̪kʲi/
chiński	[ˈçiɲs̪ci]
fryzyjski	[frɨˈz̪ɨjs̪ʲkʲi]
kurdyjski	/kurˈd̪ɨjs̪kʲi/
mongolski	[mɔ̃ŋˈɡɔlsʲkʲi]
szkocki	[ˈʂkɔt͡s̪ʲkʲi]
tajski	/ˈt̪ajs̪kʲi/
tajlandzki	/t̪ajˈlan̪t͡s̪kʲi/
turecki	/t̪uˈrɛt͡s̪kʲi/
ujgurski	/ujˈɡurs̪kʲi/
wietnamski	/vjɛt̪ˈn̪ams̪kʲi/
celtycki	/t͡s̪ɛlˈt̪ɨt͡s̪kʲi/
celtycka	/t͡sɛlˈtɨt͡ska/
celtyckie	/t͡sɛlˈtɨt͡skʲɛ/
celtyccy	/t͡sɛlˈtɨt͡st͡sɨ/
szwajcarski	[ʂfajˈt͡s̪ars̪ʲkʲi]
źle	[ʑlɛ]
ciemiernik	[t͡ɕɛ̃ˈmʲjɛrʲɲik]
ciekawie	[t͡ɕɛˈkavʲɛ]
zajęty	/z̪aˈjɛn̪t̪ɨ/
tańczyć	[ˈt̪ãĩ̯nt͡ʂɨt͡ɕ]
igła	[ˈiɡwa]
jeże	[ˈjɛʐɛ]
jeżyk	[ˈjɛʐɨk]
żabka	[ˈʐapka]
rybka	[ˈrɨpka]
zęby	[ˈzɛmbɨ]
niedźwiadek	[ɲɛd͡ʑˈvʲadɛk]
hasło	[ˈxaswɔ]
premiera	[prɛˈmʲɛra]
przesada	/pʂɛˈsada/
wiązówka	/vjɔ̃ˈzufka/
grusza	/ˈɡruʂa/
kasztan	[ˈkaʂt̪ãn̪]
gryzoń	[ɡrɨzɔɲ]
szynszyla	[ʃɨ̃w̃ˈʃɨla]
budzik	[ˈbud͡ʑik]
wzrost	[vzrɔst]
spadek	[ˈspadɛk]
słuch	[swux]
słuchawki	[swuˈxafki]
puszczyk	[ˈpuʂt͡ʂɨk]
lub	/lup/
wracać	[ˈvrat͡s̪at͡ɕ]
nigdy	[ˈɲiɡdɨ]
dzieci	/ˈd͡ʑɛt͡ɕi/
źrenica	[ʑrɛˈɲit͡sa]
tęczówka	[t̪ɛ̃nˈt͡ʂufka]
rogówka	[rɔˈɡufka]
twardówka	/tfarˈdufka/
naczyniówka	[nat͡ʂɨˈɲufka]
dziś	[d͡ʑiɕ]
wziąć	/vʑɔɲt͡ɕ/
kłaść	[kwaɕt͡ɕ]
tłum	/twum/
marnować	/marn̪ˈɔvat͡ɕ/
szansa	/ˈʂaw̃s̪a/
dodawać	/d̪ɔˈd̪avat͡ɕ/
Byk	bɨk
Bliźnięta	[blʲiˈʑɲɛ̃n̪t̪a]
soczewka	[sɔˈt͡ʂɛfka]
woskówka	/vɔsˈkufka/
węch	/vɛ̃x/
zapach	[ˈzapax]
kucharz	/ˈkuxaʂ/
półwysep	[puwˈvɨs̪ɛp]
historyk	/çisˈt̪ɔrɨk/
kolejowy	/kɔlɛˈjɔvɨ/
kłamca	[ˈkwam.t͡sa]
całkowicie	[t͡s̪awkɔˈvʲit͡ɕɛ]
całość	[ˈt͡sawɔɕt͡ɕ]
słoniowy	[swɔˈɲɔvɨ]
Ryby	[ˈrɨbɨ]
ryby	/ˈrɨbɨ/
Rak	[rak]
Bukareszt	/buˈkarɛʂt̪/
Ateny	[aˈtɛnɨ]
elektryczny	[ɛlɛkˈtrɨt͡ʂnɨ]
elektryczność	/ɛ.lɛkˈtrɨt͡ʂ.nɔɕt͡ɕ/
trzynaście	/t̪.ʂɨˈn̪aɕt͡ɕɛ/
czternaście	/t͡ʂt̪ɛɾˈn̪aɕt͡ɕɛ/
Strzelec	/ˈs̪t̪ʂɛlɛt͡s̪/
Waga	[ˈvaɡa]
Koziorożec	[kɔʑɔˈrɔʐɛt͡s]
koziorożec	[kɔʑɔˈrɔʐɛt͡s]
Madryt	[ˈmadrɨt]
Zagrzeb	/ˈz̪aɡʐɛp/
Wilno	[ˈvʲiln̪ɔ]
obok	/ˈɔbɔk/
siedzieć	[ˈɕed͡ʑet͡ɕ]
książę	[ˈkʲɕɔ̃w̃ʐɛ]
olsza	[ˈɔlʂa]
jodła	[ˈjɔdwa]
modrzew	[ˈmɔdʐef]
demonstrant	[dɛ̃ˈmɔ̃w̃strãnt]
skowronek	[skɔˈvrɔnɛk]
szesnaście	/ʂɛs̪ˈn̪aɕt͡ɕɛ/
co najmniej	[t͡sɔˈnajmɲɛj]
piosenka	[pʲɔˈsɛnka]
rudzik	[ˈrud͡ʑik]
płomykówka	/pwɔmɨˈkufka/
wilga	/ˈvilɡa/
paszkot	[ˈpaʂkɔt]
prośba	[ˈprɔʑba]
buty	/ˈbutɨ/
ręce	[ˈrɛ̃n̪t͡s̪ɛ]
chociaż	[ˈxɔt͡ɕaʂ]
szafran	[ˈʂafran]
księcia	/ˈkʲɕɛɲt͡ɕa/
księciem	/ˈkʲɕɛɲt͡ɕɛm/
książąt	/ˈkʲɕɔw̃ʐɔn̪t̪/
książętami	/kʲɕɔw̃ʐɛn̪ˈt̪ami/
książętach	/kʲɕɔw̃ˈʐɛn̪t̪ax/
książętom	/kʲɕɔw̃ˈʐɛn̪t̪ɔm/
strażnik	[ˈstraʐɲik]
puszysty	[puˈʂɨstɨ]
agresywny	[aɡrɛˈsɨvnɨ]
kryzys	[ˈkrɨzɨs]
palenie	[paˈlɛɲɛ]
odradzać	/ɔˈd̪rad͡z̪at͡ɕ/
przeciw	/ˈpʂɛt͡ɕif/
podziemny	[pɔdˈʑɛmnɨ]
psianka	[ˈpɕanka]
umowa	[uˈmɔva]
dokonać	[dɔˈkɔnat͡ɕ]
przyprawiać	[pʂɨˈpravʲat͡ɕ]
Filipiny	/filiˈpinɨ/
prawie	[ˈpravʲɛ]
drogowy	[drɔˈɡɔvɨ]
kszyk	[kʂɨk]
muzyka	[ˈmuzɨka]
muzyka	[ˈmuzɨka]
spokój	[ˈspɔkuj]
późno	/ˈpuʑnɔ/
ciepło	[ˈt͡ɕɛpwɔ]
sprzedać	[ˈspʂɛdat͡ɕ]
sprzedawać	[spʂɛˈdavat͡ɕ]
przedsiębiorstwo	[pʂɛtɕɛmˈbʲɔrstfɔ]
fałszywy	[fawˈʂɨvɨ]
Malediwy	/malɛˈdivɨ/
Brazylia	[braˈzɨlʲja]
Paragwaj	[paˈraɡvaj]
Walia	[ˈvalʲa]
Seszele	[sɛˈʂɛlɛ]
zwyciężać	/zvɨˈt͡ɕɛ̃ʐat͡ɕ/
Mikronezja	/mikrɔˈnɛzja/
szarość	[ˈʂarɔɕt͡ɕ]
jeszcze	[ˈjɛʂt͡ʂɛ]
kiełbasa	[kʲɛwˈbasa]
trójkąt	/ˈt̪rujkɔn̪t̪/
spadać	[ˈspadat͡ɕ]
fant	[fant]
przyszły	[ˈpʂɨʂwɨ]
szczur	[ʂʈ͡ʂur]
długopis	[dwuˈɡɔpʲis]
łokieć	[ˈwɔkʲɛt͡ɕ]
żyła	[ˈʐɨwa]
ślina	[ˈɕlina]
gardło	[ˈɡardwɔ]
biodro	[ˈbʲjɔd̪rɔ]
łza	[wza]
kosztować	/kɔʂˈtɔvat͡ɕ/
karmić	[ˈkarmʲit͡ɕ]
ukrywać	/uˈkrɨvatɕ/
dokąd	[ˈd̪ɔkɔ̃n̪t̪]
płacić	[ˈpwat͡ɕit͡ɕ]
zbiór	[zbʲjur]
około	[ɔˈkɔwɔ]
sławny	[ˈswavnɨ]
łzy	/wzɨ/
łez	[wɛs]
pięść	[pʲjɛ̝̃ĩ̯ɕt͡ɕ]
prawdziwy	[pravˈd͡ʑivɨ]
jesion	/ˈjɛɕɔn/
monarcha	[mɔˈnarxa]
naczynie	[naˈt͡ʂɨɲɛ]
zbierać	[ˈzbʲɛrat͡ɕ]
kołysanka	[kɔwɨˈsanka]
zmysł	/zmɨsw/
londyński	[ˈlɔ̃n̪d̪ɨ̃ĩ̯s̪ʲci]
połowa	[pɔˈwɔva]
wyłącznik	[vɨˈwɔ̃nt͡ʂɲik]
Kolonia	[kɔˈlɔɲa]
Nowy Jork	[nɔvɨˈjɔrk]
wachlarz	[ˈvaxlaʂ]
pianistka	[pʲaˈɲistka]
umrzeć	[ˈũmʐɛt͡ɕ]
czym	[t͡ʂɨ̃m]
czego	[ˈt͡ʂɛɡɔ]
czemu	[ˈt͡ʂɛ̃mu]
komuś	[ˈkɔ̃muɕ]
kimś	[cĩmʲɕ]
czymś	/t͡ʂɨmɕ/
czemuś	[ˈt͡ʂɛ̃muɕ]
niczego	[ɲiˈt͡ʂɛɡɔ]
niczemu	[ɲiˈt͡ʂɛ̃mu]
niczym	[ˈɲit͡ʂɨ̃m]
nikt	[ɲikt]
nikogo	[ɲiˈkɔɡɔ]
nikomu	[ɲiˈkɔ̃mu]
nikim	[ˈɲicĩm]
kręgosłup	[krɛ̃ˈɡɔswup]
zakazać	/zaˈkazat͡ɕ/
rodzice	[rɔˈd͡ʑit͡s̪ɛ]
pozwalać	[pɔˈzvalat͡ɕ]
prawnuczka	[praˈvnut͡ʂka]
suknia	[ˈsukɲa]
złość	[zwɔɕt͡ɕ]
kolonia	/kɔˈlɔɲja/
prababcia	[praˈbapt͡ɕa]
ślub	/ɕlup/
obejmować	/ɔbɛjˈmɔvat͡ɕ/
bierzmowanie	/bʲɛʐmɔˈvaɲɛ/
kolacja	[kɔˈlat͡sja]
morderca	[mɔrˈdɛrt͡sa]
Dawid	[ˈd̪avʲit̪]
potrzebny	[pɔtˈʂɛbnɨ]
latawiec	/laˈtavʲɛt͡s/
kieszeń	[ˈkʲjɛʂɛɲ]
ciecz	[t͡ɕɛt͡ʂ]
rzeczywistość	[ʐɛt͡ʂɨˈvʲis̪t̪ɔɕt͡ɕ]
kiedyś	[ˈcɛd̪ɨɕ]
Łukasz	[ˈwukaʂ]
Józef	[ˈjuz̪ɛf]
Jerzy	/ˈjɛʐɨ/
rodzic	[ˈrɔd͡ʑit͡s]
piekarnia	[pʲɛˈkarɲa]
kwiaciarnia	/kfʲaˈt͡ɕarɲa/
cukiernia	[t͡suˈkʲɛrɲa]
aldehyd	[alˈd̪ɛxɨt̪]
biada	/ˈbʲada/
woleć	[ˈvɔlɛt͡ɕ]
karykatura	/karɨkaˈtura/
ind	[int]
kuropatwa	/kurɔˈpatfa/
Wielkanoc	[vʲɛlˈkanɔt͡s]
wizytówka	/vizɨˈtufka/
wielka	[ˈvʲjɛlka]
wielkie	/ˈvʲɛlkʲɛ/
wielcy	/ˈvjɛlt͡sɨ/
zabójstwo	[zaˈbujstfɔ]
ludobójstwo	[ludɔˈbujstfɔ]
ładowarka	[wadɔˈvarka]
Agnieszka	[aˈɡɲɛʂka]
obojczyk	/ɔˈbɔjt͡ʂɨk/
homar	/ˈxɔmar/
Indonezja	/indɔˈnɛzja/
MacBook	/ˈmaɡbuk/
tura	/ˈtura/
gruba	/ˈɡruba/
harmonogram	[xarmɔˈnɔɡram]
koszulka	[kɔˈʂulka]
spodenki	[spɔˈdɛnkʲi]
sukienka	[suˈkʲɛnka]
spódnica	[spuˈdɲit͡sa]
spódniczka	[spuˈdɲit͡ʂka]
garnitur	/ɡarˈɲitur/
złe	[z̪wɛ]
źli	/ʑli/
kurtka	/ˈkurtka/
marynarka	[marɨˈnarka]
bandaż	[ˈbandaʂ]
rękawica	[rɛ̃ŋkaˈvʲit͡s̪a]
rękawiczka	[rɛŋkaˈvʲit͡ʂka]
skarpetka	[skarˈpɛtka]
bluza	[ˈbluz̪a]
sutanna	[suˈtanːa]
biustonosz	[bʲusˈtɔnɔʂ]
stanik	[ˈstaɲik]
szal	[ʂal]
szalik	[ˈʂalʲik]
piżama	[pʲiˈʐama]
pidżama	[pʲiˈd͡ʐama]
szczęście	[ˈʂt͡ʂɛ̃ĩ̯ɕt͡ɕɛ]
zabraniać	/zaˈbraɲat͡ɕ/
powód	/ˈpɔvut/
przyczyna	[pʂɨˈt͡ʂɨna]
ciśnienie	[t͡ɕiɕˈɲẽɲɛ]
pustynia	[puˈstɨɲa]
łucznik	[ˈwut͡ʂɲik]
łuczniczka	[wut͡ʂˈɲit͡ʂka]
całka	[ˈt͡sawka]
żeglarz	[ˈʐɛɡlaʂ]
cudowny	[t͡suˈdɔvnɨ]
stożek	[ˈstɔʐɛk]
szyszka	[ˈʂɨʂka]
czworokąt	/t͡ʂfɔˈrɔkɔn̪t̪/
internetowy	[intɛrnɛˈtɔvɨ]
efekt	/ˈɛfɛkt/
fotka	/ˈfɔtka/
słony	[ˈswɔnɨ]
brzydki	/ˈbʐɨtkʲi/
ładny	[ˈwad̪n̪ɨ]
jebać	[ˈjɛbat͡ɕ]
pierdolić	[pʲjɛrˈdɔlit͡ɕ]
nieśmiałość	[ɲɛˈɕmʲawɔɕt͡ɕ]
analogowy	[analɔˈɡɔvɨ]
cyfrowy	[t͡sɨˈfrɔvɨ]
nieśmiertelny	[ɲɛɕmʲɛrˈtɛlnɨ]
nieśmiertelność	[ɲɛɕmʲɛrˈtɛlnɔɕt͡ɕ]
nieumarły	[ɲɛuˈmarwɨ]
elektronowy	[ɛlɛktrɔˈnɔvɨ]
elektroniczny	[ɛlɛktrɔˈɲit͡ʂnɨ]
smutny	[ˈsmutnɨ]
techniczny	[tɛxˈɲit͡ʂnɨ]
sadza	[ˈsad͡za]
radiowy	/raˈdjɔvɨ/
aromat	[aˈrɔmat]
upokorzenie	[upɔkɔˈʐɛɲɛ]
lekarz	[ˈlɛkaʂ]
lekarka	[lɛˈkarka]
wcześnie	[ˈft͡ʂɛɕɲɛ]
wczesny	[ˈft͡ʂɛs̪n̪ɨ]
mundur	[ˈmundur]
mundurek	[munˈdurɛk]
dres	[drɛs]
fartuch	[ˈfartux]
kombinezon	/kɔmbiˈnɛzɔn/
szata	[ˈʂata]
szarawary	[ʂaraˈvarɨ]
nie rozumiem	/ɲɛ rɔˈz̪umjɛm/
magnetofon	/maɡn̪ɛˈt̪ɔfɔn̪/
przyjmować	/pʂɨjˈmɔvat͡ɕ/
kawaler	[kaˈvalɛr]
szlug	[ʂluk]
zdrobnienie	[zdrɔbˈɳɛ.ɳɛ]
dysza	/ˈdɨʂa/
wpływ	/fpwɨf/
pępek	[ˈpɛ̃mpɛk]
świątynia	[ɕfʲjɔ̃n̪ˈt̪ɨ̃ɲa]
skrzypaczka	[skʂɨˈpat͡ʂka]
kaganiec	[kaˈɡaɲɛt͡s]
biurko	[ˈbʲurkɔ]
biurowy	[bʲjuˈrɔvɨ]
cesarstwo	[t͡sɛˈsarstfo]
bezpieczny	[bɛs̪ˈpʲjɛt͡ʂn̪ɨ]
niebezpieczny	/ˌɲɛbɛsˈpʲɛt͡ʂnɨ/
małż	[mawʂ]
orzechowy	/ɔʐɛˈxɔvɨ/
deklinacja	[dɛklʲiˈnat͡sja]
koniugacja	[kɔɲuˈɡat͡sja]
pacjent	[ˈpat͡sjɛnt]
pacjentka	[paˈt͡sjɛntka]
siedemnaście	/ɕɛd̪ɛmˈn̪aɕt͡ɕɛ/
osiemnaście	/ɔɕɛmˈn̪aɕt͡ɕɛ/
dziewiętnaście	/d͡ʑɛvʲɛt̪ˈn̪aɕt͡ɕɛ/
dwadzieścia	/d̪vaˈd͡ʑɛɕt͡ɕa/
makolągwa	/makɔˈlɔŋɡva/
wodniczka	[vɔˈdɲit͡ʂka]
cierniówka	/t͡ɕɛrˈɲufka/
jarzębatka	/jaʐɛmˈbatka/
perkoz	[ˈpɛrkɔs]
szablodziób	[ʂaˈblɔd͡ʑup]
świstun	[ˈɕfʲistun]
szlachar	/ˈʂlaxar/
rabunek	[raˈbunɛk]
otaczać	[ɔˈtat͡ʂat͡ɕ]
cień	[t͡ɕẽɲ]
jednorożec	[jɛdnɔˈrɔʐɛt͡s]
turystka	/tuˈrɨstka/
tzn.	[tɔˈznat͡ʂɨ]
akwarium	/aˈkfarjum/
gimnazjum	[ɡimˈnazjum]
zadzwonić	/zaˈd͡zvɔɲit͡ɕ/
zmienić	[ˈz̪mʲjeɲit͡ɕ]
sferze	[ˈsfɛʐɛ]
wasz	/vaʂ/
swój	[sfuj]
gdzie Rzym, gdzie Krym	/ɡd͡ʑɛ ˈʐɨm ɡd͡ʑɛ ˈkrɨm/
bądź	[bɔ̃ɲt͡ɕ]
drożdżówka	[d̪rɔʐˈd​͡ʐ̠ufka]
zobaczyć	[zɔˈbat͡ʂɨt͡ɕ]
do zobaczenia	/d̪ɔ z̪ɔbaˈt͡ʂɛɲa/
miłe	/ˈmiwɛ/
tysiąc	[ˈt̪ɨɕɔ̃n̪t͡s̪]
milion	[ˈmʲilʲjɔ̃n̪]
pomyśleć	/pɔˈmɨɕlɛt͡ɕ/
pytać	/ˈpɨtat͡ɕ/
sukces	/ˈsukt͡sɛs/
teatr	[ˈt̪ɛat̪r̥]
sarkofagi	[s̪arkɔˈfaɟi]
dobrobyt	/dɔˈbrɔbɨt/
białko	[ˈbʲjawkɔ]
umysł	[ˈũmɨsw̥]
pomysł	[ˈpɔ̃mɨsw̥]
przemysł	[ˈpʂɛ̃mɨsw̥]
przemysłowy	[pʂɛ̃mɨˈswɔvɨ]
posłuchać	/pɔˈswuxat͡ɕ/
chodnik	/ˈxɔdɲik/
pasztet	/ˈpaʂtɛt/
zwycięzca	/zvɨˈt͡ɕɛ̃w̃st͡sa/
garaż	/ˈɡaraʂ/
masz	[maʂ]
Wiśniewski	[vʲiˈɕɲɛfskʲi]
Wójcik	/ˈvujt͡ɕik/
Dąbrowski	[dɔ̃mˈbrɔfskʲi]
Wojciechowski	[vɔjt͡ɕɛˈxɔfskʲi]
chodź	[xɔt͡ɕ]
budzić	/ˈbud͡ʑit͡ɕ/
pamiętać	/paˈmjɛntat͡ɕ/
skarb	/ˈskarp/
porażka	/pɔˈraʂka/
świetny	[ˈɕfʲjɛtnɨ]
zabić	/ˈzabit͡ɕ/
rozsadzać	/rɔsˈsad͡zat͡ɕ/
klasa	/ˈklasa/
domu	[ˈd̪ɔ̃mu]
cielęcina	[t͡ɕɛlɛ̃ɲˈt͡ɕĩn̪a]
wieprzowina	[vʲjɛp.ʂɔˈvʲĩ.na]
wieprz	[ˈvʲjɛpʂ]
Kozłowski	[kɔˈzwɔfskʲi]
śruba	[ˈɕruba]
dwusetny	/d̪vuˈs̪ɛt̪n̪ɨ/
dwóchsetny	/d̪vuxˈs̪ɛt̪n̪ɨ/
trzechsetny	/t.ʂɛxˈsɛtnɨ/
czterechsetny	/t͡ʂtɛrɛxˈsɛtnɨ/
pięćsetny	/pjɛɲt͡ɕˈsɛtnɨ/
sześćsetny	/ʂɛɕˈsɛtnɨ/
siedemsetny	/ɕɛdɛmˈsɛtnɨ/
osiemsetny	/ɔɕɛmˈsɛtnɨ/
dziewięćsetny	/d͡ʑɛvjɛɲt͡ɕˈsɛtnɨ/
tysiączny	/tɨˈɕɔnt͡ʂnɨ/
przychodzić	[pʂɨˈxɔd͡ʑit͡ɕ]
poprosić	/pɔˈprɔɕit͡ɕ/
przeprosić	/pʂɛˈprɔɕit͡ɕ/
zaufać	/z̪aˈufat͡ɕ/
celnik	[ˈt͡sɛlɲik]
pożyczać	/pɔˈʐɨt͡ʂat͡ɕ/
pożyczyć	/pɔˈʐɨt͡ʂɨt͡ɕ/
gil	[ɟil]
faszyzm	/ˈfaʂɨzm/
dość	[dɔɕt͡ɕ]
klamka	/ˈklamka/
